,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,lead_time_group,total_length_of_stay,booking_value,arrival_date
28323,Resort Hotel,0,3,2016,September,40,25,2,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,0.0,0.0,0,Transient,67.0,1,2,Check-Out,2016-09-29,0-7 Days,4,268.0,2016-09-25
28324,Resort Hotel,0,0,2016,September,40,28,0,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,115.0,1,0,Check-Out,2016-09-29,0-7 Days,1,115.0,2016-09-28
28325,Resort Hotel,0,98,2016,September,40,28,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,109.0,1,2,Check-Out,2016-09-29,91-180 Days,1,109.0,2016-09-28
28326,Resort Hotel,0,195,2016,September,39,22,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,0.0,0,Contract,64.9,0,0,Check-Out,2016-09-29,180+ Days,7,454.30000000000007,2016-09-22
28327,Resort Hotel,0,26,2016,September,39,24,2,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,0.0,0,Transient,135.9,0,2,Check-Out,2016-09-29,14-30 Days,5,679.5,2016-09-24
28328,Resort Hotel,0,0,2016,September,40,28,0,1,3,1.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,250.0,0.0,0,Transient,185.0,0,0,Check-Out,2016-09-29,0-7 Days,1,185.0,2016-09-28
28329,Resort Hotel,0,22,2016,September,40,26,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,240.0,0.0,0,Transient,115.0,1,1,Check-Out,2016-09-29,14-30 Days,3,345.0,2016-09-26
28330,Resort Hotel,0,297,2016,September,39,19,3,7,2,0.0,0,HB,POL,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,315.0,0.0,0,Transient,88.9,0,1,Check-Out,2016-09-29,180+ Days,10,889.0,2016-09-19
28331,Resort Hotel,0,27,2016,September,38,16,4,10,2,2.0,0,HB,CZE,Direct,Direct,0,0,0,C,C,0,No Deposit,0.0,0.0,0,Transient,165.0,0,0,Check-Out,2016-09-30,14-30 Days,14,2310.0,2016-09-16
28332,Resort Hotel,0,153,2016,September,39,24,2,4,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,95.67,0,2,Check-Out,2016-09-30,91-180 Days,6,574.02,2016-09-24
28333,Resort Hotel,0,445,2016,September,40,26,1,3,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,253.0,0.0,0,Transient-Party,68.0,0,1,Check-Out,2016-09-30,180+ Days,4,272.0,2016-09-26
28334,Resort Hotel,0,91,2016,September,40,27,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,115.0,1,1,Check-Out,2016-09-30,91-180 Days,3,345.0,2016-09-27
28335,Resort Hotel,0,305,2016,September,39,23,2,5,2,0.0,0,BB,EST,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,0.0,0,Transient,57.6,0,0,Check-Out,2016-09-30,180+ Days,7,403.2,2016-09-23
28336,Resort Hotel,0,265,2016,September,38,16,4,10,2,0.0,0,HB,EST,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,171.0,0.0,0,Transient,98.4,0,1,Check-Out,2016-09-30,180+ Days,14,1377.6000000000001,2016-09-16
28337,Resort Hotel,0,78,2016,September,40,29,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,0.0,0,Transient,78.0,0,1,Check-Out,2016-09-30,31-90 Days,1,78.0,2016-09-29
28338,Resort Hotel,0,146,2016,September,40,29,0,1,2,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,0.0,360.0,0,Transient-Party,116.1,0,0,Check-Out,2016-09-30,91-180 Days,1,116.1,2016-09-29
28339,Resort Hotel,0,146,2016,September,40,29,0,1,1,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,0.0,360.0,0,Transient-Party,116.1,0,0,Check-Out,2016-09-30,91-180 Days,1,116.1,2016-09-29
28340,Resort Hotel,0,221,2016,September,39,23,2,5,2,0.0,0,BB,EST,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171.0,0.0,0,Transient,70.2,0,0,Check-Out,2016-09-30,180+ Days,7,491.40000000000003,2016-09-23
28342,Resort Hotel,0,146,2016,September,40,29,0,1,2,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0.0,360.0,0,Transient-Party,116.1,0,0,Check-Out,2016-09-30,91-180 Days,1,116.1,2016-09-29
28345,Resort Hotel,0,286,2016,September,39,21,2,7,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,131.0,1,0,Check-Out,2016-09-30,180+ Days,9,1179.0,2016-09-21
28346,Resort Hotel,0,40,2016,September,39,23,2,5,2,2.0,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,164.86,0,0,Check-Out,2016-09-30,31-90 Days,7,1154.02,2016-09-23
28347,Resort Hotel,0,137,2016,September,40,28,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240.0,0.0,0,Transient,122.0,1,2,Check-Out,2016-09-30,91-180 Days,2,244.0,2016-09-28
28348,Resort Hotel,0,117,2016,September,40,26,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,150.0,1,1,Check-Out,2016-09-30,91-180 Days,4,600.0,2016-09-26
28349,Resort Hotel,0,3,2016,September,40,27,0,3,2,0.0,0,BB,AUS,Direct,Direct,0,0,0,D,D,0,No Deposit,0.0,0.0,0,Transient,133.0,1,2,Check-Out,2016-09-30,0-7 Days,3,399.0,2016-09-27
28350,Resort Hotel,0,151,2016,September,40,28,0,2,2,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0.0,0,Transient,99.0,0,1,Check-Out,2016-09-30,91-180 Days,2,198.0,2016-09-28
28351,Resort Hotel,0,151,2016,September,40,28,0,2,2,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,0.0,0,Transient,111.0,1,1,Check-Out,2016-09-30,91-180 Days,2,222.0,2016-09-28
28352,Resort Hotel,0,121,2016,September,40,25,2,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,0.0,0,Transient,98.75,0,1,Check-Out,2016-09-30,91-180 Days,5,493.75,2016-09-25
28353,Resort Hotel,0,29,2016,September,40,28,0,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,0.0,0,Transient,137.0,0,1,Check-Out,2016-09-30,14-30 Days,2,274.0,2016-09-28
28354,Resort Hotel,0,235,2016,September,39,18,4,8,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,E,0,No Deposit,241.0,0.0,0,Transient,89.78,0,2,Check-Out,2016-09-30,180+ Days,12,1077.3600000000001,2016-09-18
28355,Resort Hotel,0,3,2016,September,40,29,0,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,115.0,1,1,Check-Out,2016-09-30,0-7 Days,1,115.0,2016-09-29
28356,Resort Hotel,0,14,2016,September,40,27,0,4,1,0.0,0,HB,FRA,Direct,Direct,0,0,0,G,G,0,No Deposit,0.0,0.0,0,Transient,182.5,0,0,Check-Out,2016-10-01,8-14 Days,4,730.0,2016-09-27
28357,Resort Hotel,0,246,2016,September,39,20,2,9,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,143.0,0.0,0,Contract,79.05,0,0,Check-Out,2016-10-01,180+ Days,11,869.55,2016-09-20
28358,Resort Hotel,0,18,2017,May,21,26,4,10,2,0.0,0,BB,GBR,Direct,TA/TO,1,0,1,F,F,0,No Deposit,250.0,0.0,0,Transient,175.57,0,1,Check-Out,2017-06-09,14-30 Days,14,2457.98,2017-05-26
28359,Resort Hotel,0,236,2016,September,39,24,2,5,2,0.0,0,HB,DNK,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,253.0,0.0,0,Transient,85.7,0,1,Check-Out,2016-10-01,180+ Days,7,599.9,2016-09-24
28360,Resort Hotel,0,193,2016,September,39,24,2,5,3,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240.0,0.0,0,Transient,179.14,1,1,Check-Out,2016-10-01,180+ Days,7,1253.98,2016-09-24
28361,Resort Hotel,0,8,2016,September,40,30,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,0.0,448.0,0,Transient-Party,99.0,0,0,Check-Out,2016-10-01,8-14 Days,1,99.0,2016-09-30
28362,Resort Hotel,0,8,2016,September,40,30,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,1,No Deposit,0.0,448.0,0,Transient-Party,99.0,0,0,Check-Out,2016-10-01,8-14 Days,1,99.0,2016-09-30
28363,Resort Hotel,0,8,2016,September,40,30,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,448.0,0,Transient-Party,105.0,1,0,Check-Out,2016-10-01,8-14 Days,1,105.0,2016-09-30
28364,Resort Hotel,0,128,2016,September,40,27,0,4,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,152.0,1,1,Check-Out,2016-10-01,91-180 Days,4,608.0,2016-09-27
28365,Resort Hotel,0,0,2016,September,40,30,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0.0,0.0,0,Transient,131.0,1,0,Check-Out,2016-10-01,0-7 Days,1,131.0,2016-09-30
28366,Resort Hotel,0,58,2016,September,40,25,2,4,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,E,E,0,No Deposit,0.0,0.0,0,Transient,110.0,0,2,Check-Out,2016-10-01,31-90 Days,6,660.0,2016-09-25
28367,Resort Hotel,0,258,2016,September,40,29,0,2,2,0.0,0,HB,LVA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,0.0,0,Transient,100.8,0,1,Check-Out,2016-10-01,180+ Days,2,201.6,2016-09-29
28368,Resort Hotel,0,269,2016,October,40,1,2,2,2,0.0,0,HB,LVA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,0.0,0,Group,94.5,0,1,Check-Out,2016-10-05,180+ Days,4,378.0,2016-10-01
28369,Resort Hotel,0,146,2016,September,39,24,2,5,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,G,G,0,No Deposit,0.0,0.0,0,Transient,156.0,0,2,Check-Out,2016-10-01,91-180 Days,7,1092.0,2016-09-24
28370,Resort Hotel,0,248,2016,September,40,29,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,80.0,0,1,Check-Out,2016-10-01,180+ Days,2,160.0,2016-09-29
28371,Resort Hotel,0,6,2016,September,40,29,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,0.0,0,Transient,120.0,0,1,Check-Out,2016-10-01,0-7 Days,2,240.0,2016-09-29
28372,Resort Hotel,0,12,2017,March,9,1,0,3,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,E,E,2,No Deposit,250.0,0.0,0,Group,62.2,0,2,Check-Out,2017-03-04,8-14 Days,3,186.60000000000002,2017-03-01
28373,Resort Hotel,0,4,2016,September,40,27,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,115.0,0,1,Check-Out,2016-10-01,0-7 Days,4,460.0,2016-09-27
28374,Resort Hotel,0,0,2016,September,40,30,0,1,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,136.0,1,1,Check-Out,2016-10-01,0-7 Days,1,136.0,2016-09-30
28375,Resort Hotel,0,195,2016,September,39,22,2,8,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,0.0,0,Contract,46.75,0,0,Check-Out,2016-10-02,180+ Days,10,467.5,2016-09-22
28376,Resort Hotel,0,219,2016,September,40,25,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,436.0,0.0,0,Transient,88.4,0,2,Check-Out,2016-10-02,180+ Days,7,618.8000000000001,2016-09-25
28377,Resort Hotel,0,126,2016,September,40,25,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,93.86,0,2,Check-Out,2016-10-02,91-180 Days,7,657.02,2016-09-25
28378,Resort Hotel,0,220,2016,September,40,25,2,5,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,0.0,0,Contract,59.75,0,0,Check-Out,2016-10-02,180+ Days,7,418.25,2016-09-25
28379,Resort Hotel,0,15,2016,September,40,29,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240.0,0.0,0,Transient,196.0,1,0,Check-Out,2016-10-02,14-30 Days,3,588.0,2016-09-29
28380,Resort Hotel,0,18,2016,September,40,30,0,2,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,0.0,0,Transient,145.67,1,1,Check-Out,2016-10-02,14-30 Days,2,291.34,2016-09-30
28381,Resort Hotel,0,265,2016,September,40,29,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,71.4,1,1,Check-Out,2016-10-02,180+ Days,3,214.20000000000002,2016-09-29
28382,Resort Hotel,0,164,2016,October,40,1,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,251.0,0.0,0,Transient,72.0,0,0,Check-Out,2016-10-02,91-180 Days,1,72.0,2016-10-01
28383,Resort Hotel,0,100,2016,October,40,1,0,1,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,251.0,0.0,0,Transient,59.0,0,0,Check-Out,2016-10-02,91-180 Days,1,59.0,2016-10-01
28384,Resort Hotel,0,94,2016,September,40,29,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,0.0,0,Transient,125.0,1,1,Check-Out,2016-10-02,91-180 Days,3,375.0,2016-09-29
28385,Resort Hotel,0,198,2016,September,40,25,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,0.0,0,Contract,65.4,0,0,Check-Out,2016-10-02,180+ Days,7,457.80000000000007,2016-09-25
28386,Resort Hotel,0,113,2016,October,40,1,0,1,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,251.0,0.0,0,Transient,59.0,0,0,Check-Out,2016-10-02,91-180 Days,1,59.0,2016-10-01
28388,Resort Hotel,0,198,2016,September,40,25,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,0.0,0,Contract,65.11,0,0,Check-Out,2016-10-02,180+ Days,7,455.77,2016-09-25
28389,Resort Hotel,0,5,2016,September,40,29,0,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,106.0,0,2,Check-Out,2016-10-02,0-7 Days,3,318.0,2016-09-29
28390,Resort Hotel,0,220,2016,September,40,25,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,0.0,0,Contract,74.75,0,0,Check-Out,2016-10-02,180+ Days,7,523.25,2016-09-25
28391,Resort Hotel,0,22,2016,September,40,30,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,110.0,1,2,Check-Out,2016-10-02,14-30 Days,2,220.0,2016-09-30
28392,Resort Hotel,0,3,2016,September,40,30,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,115.0,0,1,Check-Out,2016-10-02,0-7 Days,2,230.0,2016-09-30
28393,Resort Hotel,0,4,2016,September,40,30,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,115.0,0,1,Check-Out,2016-10-02,0-7 Days,2,230.0,2016-09-30
28394,Resort Hotel,0,128,2016,September,40,27,0,5,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,153.0,0,1,Check-Out,2016-10-02,91-180 Days,5,765.0,2016-09-27
28395,Resort Hotel,0,3,2016,September,40,30,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,450.0,0.0,0,Transient,99.0,0,0,Check-Out,2016-10-02,0-7 Days,2,198.0,2016-09-30
28396,Resort Hotel,0,4,2017,April,17,28,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,D,D,1,No Deposit,181.0,0.0,0,Transient,92.8,0,0,Check-Out,2017-05-01,0-7 Days,3,278.4,2017-04-28
28397,Resort Hotel,0,96,2016,September,40,28,0,4,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96.0,0.0,0,Transient-Party,76.0,0,0,Check-Out,2016-10-02,91-180 Days,4,304.0,2016-09-28
28398,Resort Hotel,0,96,2016,September,40,28,0,4,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96.0,0.0,0,Transient-Party,78.0,0,0,Check-Out,2016-10-02,91-180 Days,4,312.0,2016-09-28
28400,Resort Hotel,0,133,2016,September,40,26,1,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0.0,0,Transient,108.17,0,1,Check-Out,2016-10-02,91-180 Days,6,649.02,2016-09-26
28401,Resort Hotel,0,46,2016,September,40,28,0,4,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,0.0,0,Transient,215.5,1,0,Check-Out,2016-10-02,31-90 Days,4,862.0,2016-09-28
28402,Resort Hotel,0,10,2016,September,40,30,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240.0,0.0,0,Transient,151.0,1,1,Check-Out,2016-10-02,8-14 Days,2,302.0,2016-09-30
28403,Resort Hotel,0,255,2016,September,40,29,0,3,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0.0,0.0,0,Transient,127.67,0,2,Check-Out,2016-10-02,180+ Days,3,383.01,2016-09-29
28404,Resort Hotel,1,107,2017,May,18,2,2,5,2,0.0,0,BB,IRL,Direct,TA/TO,1,1,1,F,F,0,No Deposit,250.0,0.0,0,Transient,116.07,0,3,Canceled,2017-03-20,91-180 Days,7,812.49,2017-05-02
28405,Resort Hotel,0,96,2016,September,40,28,0,4,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96.0,0.0,0,Transient-Party,76.0,1,0,Check-Out,2016-10-02,91-180 Days,4,304.0,2016-09-28
28406,Resort Hotel,0,59,2016,September,40,30,0,2,2,0.0,0,HB,COL,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,0.0,0,Transient,150.0,0,1,Check-Out,2016-10-02,31-90 Days,2,300.0,2016-09-30
28407,Resort Hotel,0,12,2016,October,40,1,0,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,E,G,0,No Deposit,250.0,0.0,0,Transient,146.0,1,0,Check-Out,2016-10-02,8-14 Days,1,146.0,2016-10-01
28408,Resort Hotel,0,12,2016,October,41,2,1,0,2,0.0,0,BB,USA,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,0.0,0,Transient,198.0,1,0,Check-Out,2016-10-03,8-14 Days,1,198.0,2016-10-02
28409,Resort Hotel,0,3,2016,September,40,30,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0.0,0,Transient,121.0,1,1,Check-Out,2016-10-02,0-7 Days,2,242.0,2016-09-30
28410,Resort Hotel,0,175,2016,October,40,1,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,C,4,No Deposit,240.0,0.0,0,Transient,114.5,1,1,Check-Out,2016-10-03,91-180 Days,2,229.0,2016-10-01
28411,Resort Hotel,0,155,2016,October,41,2,2,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,243.0,0.0,0,Transient,44.0,0,1,Check-Out,2016-10-06,91-180 Days,4,176.0,2016-10-02
28412,Resort Hotel,0,21,2016,September,40,26,2,5,1,0.0,0,BB,RUS,Complementary,Corporate,0,0,0,A,A,0,No Deposit,0.0,367.0,0,Transient,0.0,0,0,Check-Out,2016-10-03,14-30 Days,7,0.0,2016-09-26
28413,Resort Hotel,0,28,2016,September,40,26,2,5,3,1.0,0,HB,FRA,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,0.0,0,Transient,242.57,1,1,Check-Out,2016-10-03,14-30 Days,7,1697.99,2016-09-26
28414,Resort Hotel,0,296,2016,September,40,25,3,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,171.0,0.0,0,Transient,76.5,0,0,Check-Out,2016-10-03,180+ Days,8,612.0,2016-09-25
28415,Resort Hotel,0,542,2016,September,40,26,2,5,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,253.0,0.0,0,Transient-Party,70.0,0,0,Check-Out,2016-10-03,180+ Days,7,490.0,2016-09-26
28417,Resort Hotel,0,152,2016,September,40,26,2,5,1,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,253.0,0.0,0,Transient-Party,48.5,0,0,Check-Out,2016-10-03,91-180 Days,7,339.5,2016-09-26
28418,Resort Hotel,0,542,2016,September,40,26,2,5,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,253.0,0.0,0,Transient-Party,69.71,0,0,Check-Out,2016-10-03,180+ Days,7,487.96999999999997,2016-09-26
28419,Resort Hotel,0,542,2016,September,40,26,2,5,1,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,253.0,0.0,0,Transient-Party,0.0,0,0,Check-Out,2016-10-03,180+ Days,7,0.0,2016-09-26
28420,Resort Hotel,0,445,2016,September,40,26,2,5,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,253.0,0.0,0,Transient-Party,68.0,0,1,Check-Out,2016-10-03,180+ Days,7,476.0,2016-09-26
28421,Resort Hotel,0,445,2016,September,40,26,2,5,1,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,4,No Deposit,253.0,0.0,0,Transient-Party,50.5,0,0,Check-Out,2016-10-03,180+ Days,7,353.5,2016-09-26
28422,Resort Hotel,0,542,2016,September,40,26,2,5,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,253.0,0.0,0,Transient-Party,68.0,0,0,Check-Out,2016-10-03,180+ Days,7,476.0,2016-09-26
28423,Resort Hotel,0,542,2016,September,40,26,2,5,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,253.0,0.0,0,Transient-Party,70.0,0,0,Check-Out,2016-10-03,180+ Days,7,490.0,2016-09-26
28427,Resort Hotel,0,542,2016,September,40,26,2,5,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,253.0,0.0,0,Transient-Party,68.0,0,0,Check-Out,2016-10-03,180+ Days,7,476.0,2016-09-26
28428,Resort Hotel,0,241,2016,September,39,19,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,0.0,0,Contract,37.4,0,1,Check-Out,2016-10-03,180+ Days,14,523.6,2016-09-19
28430,Resort Hotel,0,153,2016,September,40,29,1,3,2,2.0,0,BB,ISR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,0.0,0,Transient,150.0,1,1,Check-Out,2016-10-03,91-180 Days,4,600.0,2016-09-29
28432,Resort Hotel,0,542,2016,September,40,26,2,5,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,D,1,No Deposit,253.0,0.0,0,Transient-Party,70.0,0,0,Check-Out,2016-10-03,180+ Days,7,490.0,2016-09-26
28433,Resort Hotel,0,542,2016,September,40,26,2,5,2,0.0,0,HB,NZL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,253.0,0.0,0,Transient-Party,68.0,0,1,Check-Out,2016-10-03,180+ Days,7,476.0,2016-09-26
28434,Resort Hotel,0,221,2016,September,40,26,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,0.0,0,Contract,72.75,0,0,Check-Out,2016-10-03,180+ Days,7,509.25,2016-09-26
28435,Resort Hotel,0,79,2016,October,41,2,1,0,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,0.0,0,Transient,59.0,0,0,Check-Out,2016-10-03,31-90 Days,1,59.0,2016-10-02
28436,Resort Hotel,0,14,2016,September,40,30,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,0.0,0,Transient,131.0,1,0,Check-Out,2016-10-03,8-14 Days,3,393.0,2016-09-30
28437,Resort Hotel,0,214,2016,September,39,19,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,0.0,0,Contract,48.32,0,0,Check-Out,2016-10-03,180+ Days,14,676.48,2016-09-19
28438,Resort Hotel,0,2,2016,October,41,3,1,2,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0.0,0.0,0,Contract,100.0,0,0,Check-Out,2016-10-06,0-7 Days,3,300.0,2016-10-03
28439,Resort Hotel,0,0,2016,October,41,2,1,0,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,0.0,0.0,0,Transient,105.0,0,0,Check-Out,2016-10-03,0-7 Days,1,105.0,2016-10-02
28440,Resort Hotel,0,289,2016,September,40,26,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0.0,0.0,0,Transient,79.41,0,1,Check-Out,2016-10-03,180+ Days,7,555.87,2016-09-26
