grid,pole_position,previous_races,previous_wins,previous_win_rate,previous_points,previous_avg_position,previous_podiums,previous_podium_rate,previous_constructor_wins,previous_constructor_points,previous_constructor_races,previous_constructor_win_rate,win
5,0,14,0,0.0,9.0,11.214285714285714,1,0.07142857142857142,0,9.0,5,0.0,0
4,0,10,1,0.1,18.0,10.6,2,0.2,11,194.0,39,0.28205128205128205,0
17,0,20,0,0.0,8.0,9.8,1,0.05,0,9.0,5,0.0,0
12,0,17,0,0.0,11.0,12.176470588235293,1,0.058823529411764705,0,6.0,12,0.0,0
11,0,105,6,0.05714285714285714,179.0,10.076190476190476,24,0.22857142857142856,0,6.0,12,0.0,0
15,0,43,0,0.0,49.0,8.790697674418604,6,0.13953488372093023,0,41.0,30,0.0,0
11,0,5,0,0.0,0.0,12.6,0,0.0,14,471.5,138,0.10144927536231885,0
3,0,94,1,0.010638297872340425,53.0,11.02127659574468,4,0.0425531914893617,14,471.5,138,0.10144927536231885,0
10,0,14,0,0.0,7.0,12.071428571428571,1,0.07142857142857142,3,39.0,8,0.375,0
21,0,1,0,0.0,0.0,26.0,0,0.0,0,9.0,5,0.0,0
7,0,8,0,0.0,0.0,13.75,0,0.0,1,74.0,31,0.03225806451612903,0
19,0,7,0,0.0,8.0,10.142857142857142,1,0.14285714285714285,0,0.0,1,0.0,0
24,0,14,0,0.0,0.0,17.357142857142858,0,0.0,0,0.0,3,0.0,0
14,0,12,0,0.0,1.0,13.416666666666666,0,0.0,0,6.0,7,0.0,0
6,0,42,7,0.16666666666666666,124.0,7.880952380952381,17,0.40476190476190477,48,1270.27,180,0.26666666666666666,0
1,1,13,1,0.07692307692307693,41.0,7.538461538461538,6,0.46153846153846156,48,1270.27,180,0.26666666666666666,0
9,0,66,0,0.0,67.0,10.515151515151516,10,0.15151515151515152,0,41.0,30,0.0,0
8,0,65,5,0.07692307692307693,160.0,7.415384615384616,21,0.3230769230769231,0,6.0,7,0.0,0
23,0,5,0,0.0,1.0,15.4,0,0.0,0,6.0,12,0.0,0
20,0,0,0,0.0,0.0,,0,0.0,0,9.0,5,0.0,0
13,0,5,0,0.0,0.0,17.6,0,0.0,11,194.0,39,0.28205128205128205,0
22,0,130,14,0.1076923076923077,282.0,9.176923076923076,36,0.27692307692307694,1,74.0,31,0.03225806451612903,0
16,0,33,0,0.0,9.0,12.848484848484848,1,0.030303030303030304,0,6.0,7,0.0,0
1,1,69,16,0.2318840579710145,224.0,7.7101449275362315,28,0.4057971014492754,4,48.0,9,0.4444444444444444,1
5,0,15,0,0.0,7.0,11.933333333333334,1,0.06666666666666667,4,48.0,9,0.4444444444444444,0
4,0,14,1,0.07142857142857142,41.0,8.214285714285714,6,0.42857142857142855,48,1270.27,181,0.26519337016574585,0
11,0,13,1,0.07692307692307693,13.0,15.076923076923077,2,0.15384615384615385,48,1270.27,181,0.26519337016574585,0
3,0,15,0,0.0,15.0,10.6,2,0.13333333333333333,0,18.0,6,0.0,0
9,0,9,0,0.0,0.0,13.555555555555555,0,0.0,1,74.0,32,0.03125,0
15,0,106,6,0.05660377358490566,180.0,10.037735849056604,24,0.22641509433962265,0,9.0,13,0.0,0
17,0,8,0,0.0,8.0,10.5,1,0.125,11,198.0,40,0.275,0
13,0,131,14,0.10687022900763359,282.0,9.282442748091603,36,0.2748091603053435,1,74.0,32,0.03125,0
12,0,18,0,0.0,13.0,11.777777777777779,1,0.05555555555555555,0,9.0,13,0.0,0
18,0,12,0,0.0,8.0,10.333333333333334,0,0.0,14,471.5,139,0.10071942446043165,0
21,0,2,0,0.0,0.0,18.5,0,0.0,0,0.0,4,0.0,0
8,0,11,1,0.09090909090909091,22.0,9.909090909090908,3,0.2727272727272727,11,198.0,40,0.275,0
3,0,95,1,0.010526315789473684,53.0,11.0,4,0.042105263157894736,14,471.5,139,0.10071942446043165,0
16,0,67,0,0.0,67.0,10.626865671641792,10,0.14925373134328357,0,41.0,31,0.0,0
10,0,21,0,0.0,11.0,9.523809523809524,1,0.047619047619047616,0,18.0,6,0.0,0
19,0,13,0,0.0,1.0,13.538461538461538,0,0.0,0,6.0,8,0.0,0
6,0,66,5,0.07575757575757576,160.0,7.590909090909091,21,0.3181818181818182,0,6.0,8,0.0,0
22,0,1,0,0.0,0.0,21.0,0,0.0,0,18.0,6,0.0,0
14,0,6,0,0.0,0.0,11.833333333333334,0,0.0,14,471.5,139,0.10071942446043165,0
20,0,15,0,0.0,0.0,17.133333333333333,0,0.0,0,0.0,4,0.0,0
2,0,43,7,0.16279069767441862,124.0,8.069767441860465,17,0.3953488372093023,48,1270.27,181,0.26519337016574585,0
0,0,105,1,0.009523809523809525,39.0,11.733333333333333,1,0.009523809523809525,0,6.0,8,0.0,0
1,1,96,1,0.010416666666666666,53.0,11.03125,4,0.041666666666666664,14,471.5,140,0.1,1
5,0,12,1,0.08333333333333333,22.0,10.166666666666666,3,0.25,11,198.0,41,0.2682926829268293,0
7,0,10,0,0.0,1.0,12.8,0,0.0,1,75.0,33,0.030303030303030304,0
10,0,9,0,0.0,8.0,10.222222222222221,1,0.1111111111111111,11,198.0,41,0.2682926829268293,0
8,0,132,14,0.10606060606060606,282.0,9.280303030303031,36,0.2727272727272727,1,75.0,33,0.030303030303030304,0
13,0,22,0,0.0,11.0,9.818181818181818,1,0.045454545454545456,0,20.0,7,0.0,0
12,0,19,0,0.0,13.0,11.68421052631579,1,0.05263157894736842,0,9.0,14,0.0,0
11,0,16,0,0.0,17.0,10.25,2,0.125,0,20.0,7,0.0,0
22,0,34,0,0.0,9.0,13.176470588235293,1,0.029411764705882353,0,6.0,9,0.0,0
16,0,14,0,0.0,1.0,13.785714285714286,0,0.0,14,471.5,140,0.1,0
17,0,0,0,0.0,0.0,,0,0.0,14,471.5,140,0.1,0
15,0,3,0,0.0,0.0,16.333333333333332,0,0.0,0,0.0,5,0.0,0
19,0,2,0,0.0,0.0,20.0,0,0.0,0,20.0,7,0.0,0
3,0,16,0,0.0,13.0,11.3125,2,0.125,5,63.0,10,0.5,0
2,0,70,17,0.24285714285714285,233.0,7.614285714285714,29,0.4142857142857143,5,63.0,10,0.5,0
6,0,44,7,0.1590909090909091,124.0,8.386363636363637,17,0.38636363636363635,48,1277.27,182,0.26373626373626374,0
21,0,0,0,0.0,0.0,,0,0.0,0,20.0,7,0.0,0
18,0,107,6,0.056074766355140186,180.0,10.009345794392523,24,0.22429906542056074,0,9.0,14,0.0,0
4,0,15,1,0.06666666666666667,45.0,7.866666666666666,7,0.4666666666666667,48,1277.27,182,0.26373626373626374,0
14,0,7,0,0.0,0.0,13.0,0,0.0,14,471.5,140,0.1,0
9,0,67,5,0.07462686567164178,160.0,7.746268656716418,21,0.31343283582089554,0,6.0,9,0.0,0
20,0,106,1,0.009433962264150943,39.0,11.839622641509434,1,0.009433962264150943,0,6.0,9,0.0,0
11,0,15,0,0.0,1.0,13.533333333333333,0,0.0,15,480.5,141,0.10638297872340426,1
6,0,17,0,0.0,17.0,10.117647058823529,2,0.11764705882352941,0,21.0,8,0.0,0
5,0,17,0,0.0,13.0,11.470588235294118,2,0.11764705882352941,5,63.0,11,0.45454545454545453,0
17,0,13,0,0.0,1.0,13.461538461538462,0,0.0,0,9.0,15,0.0,0
4,0,8,0,0.0,0.0,13.875,0,0.0,15,480.5,141,0.10638297872340426,0
1,1,68,0,0.0,67.0,10.691176470588236,10,0.14705882352941177,0,41.0,32,0.0,0
13,0,35,0,0.0,9.0,13.057142857142857,1,0.02857142857142857,0,6.0,10,0.0,0
18,0,13,1,0.07692307692307693,28.0,9.538461538461538,4,0.3076923076923077,0,0.0,2,0.0,0
3,0,97,2,0.020618556701030927,62.0,10.927835051546392,5,0.05154639175257732,15,480.5,141,0.10638297872340426,0
21,0,107,1,0.009345794392523364,39.0,11.934579439252337,1,0.009345794392523364,0,6.0,10,0.0,0
14,0,133,14,0.10526315789473684,284.0,9.24812030075188,36,0.2706766917293233,1,81.0,34,0.029411764705882353,0
24,0,0,0,0.0,0.0,,0,0.0,0,21.0,8,0.0,0
16,0,3,0,0.0,0.0,17.666666666666668,0,0.0,0,21.0,8,0.0,0
10,0,23,0,0.0,12.0,9.652173913043478,1,0.043478260869565216,0,21.0,8,0.0,0
20,0,16,0,0.0,0.0,17.375,0,0.0,0,0.0,6,0.0,0
8,0,16,1,0.0625,45.0,8.5625,7,0.4375,48,1277.27,183,0.26229508196721313,0
2,0,45,7,0.15555555555555556,124.0,8.555555555555555,17,0.37777777777777777,48,1277.27,183,0.26229508196721313,0
7,0,71,17,0.23943661971830985,233.0,7.71830985915493,29,0.4084507042253521,5,63.0,11,0.45454545454545453,0
19,0,4,0,0.0,0.0,15.25,0,0.0,0,21.0,8,0.0,0
9,0,11,0,0.0,5.0,11.909090909090908,1,0.09090909090909091,1,81.0,34,0.029411764705882353,0
22,0,17,0,0.0,3.0,15.823529411764707,0,0.0,0,0.0,5,0.0,0
12,0,1,0,0.0,0.0,11.0,0,0.0,15,480.5,141,0.10638297872340426,0
15,0,108,6,0.05555555555555555,180.0,10.083333333333334,24,0.2222222222222222,0,9.0,15,0.0,0
23,0,20,0,0.0,13.0,11.45,1,0.05,0,9.0,15,0.0,0
1,1,72,17,0.2361111111111111,233.0,7.861111111111111,29,0.4027777777777778,5,67.0,12,0.4166666666666667,1
6,0,18,0,0.0,23.0,9.666666666666666,3,0.16666666666666666,0,27.0,9,0.0,0
8,0,0,0,0.0,0.0,,0,0.0,0,6.0,11,0.0,0
10,0,68,5,0.07352941176470588,160.0,7.9411764705882355,21,0.3088235294117647,0,6.0,11,0.0,0
7,0,10,0,0.0,11.0,9.6,1,0.1,11,207.0,42,0.2619047619047619,0
3,0,18,0,0.0,17.0,11.0,3,0.16666666666666666,5,67.0,12,0.4166666666666667,0
4,0,14,1,0.07142857142857142,28.0,9.428571428571429,4,0.2857142857142857,11,207.0,42,0.2619047619047619,0
12,0,46,7,0.15217391304347827,124.0,8.73913043478261,17,0.3695652173913043,48,1277.27,184,0.2608695652173913,0
2,0,98,2,0.02040816326530612,62.0,10.908163265306122,5,0.05102040816326531,16,491.5,142,0.11267605633802817,0
5,0,69,0,0.0,68.0,10.623188405797102,10,0.14492753623188406,0,42.0,33,0.0,0
14,0,109,6,0.05504587155963303,180.0,10.20183486238532,24,0.22018348623853212,0,12.0,16,0.0,0
19,0,2,0,0.0,0.0,16.5,0,0.0,16,491.5,142,0.11267605633802817,0
13,0,14,1,0.07142857142857142,16.0,14.285714285714286,2,0.14285714285714285,48,1277.27,184,0.2608695652173913,0
16,0,16,1,0.0625,10.0,12.75,1,0.0625,16,491.5,142,0.11267605633802817,0
21,0,12,0,0.0,0.0,15.416666666666666,0,0.0,16,491.5,142,0.11267605633802817,0
20,0,5,0,0.0,0.0,16.0,0,0.0,0,27.0,9,0.0,0
22,0,4,0,0.0,0.0,16.5,0,0.0,0,27.0,9,0.0,0
25,0,9,0,0.0,0.0,16.11111111111111,0,0.0,11,207.0,42,0.2619047619047619,0
23,0,21,0,0.0,13.0,12.047619047619047,1,0.047619047619047616,0,12.0,16,0.0,0
11,0,44,0,0.0,49.0,8.75,6,0.13636363636363635,0,42.0,33,0.0,0
24,0,2,0,0.0,0.0,18.0,0,0.0,0,27.0,9,0.0,0
18,0,17,1,0.058823529411764705,45.0,9.0,7,0.4117647058823529,48,1277.27,184,0.2608695652173913,0
15,0,134,14,0.1044776119402985,284.0,9.261194029850746,36,0.26865671641791045,1,81.0,35,0.02857142857142857,0
17,0,12,0,0.0,5.0,12.583333333333334,1,0.08333333333333333,1,81.0,35,0.02857142857142857,0
9,0,9,0,0.0,2.0,12.88888888888889,0,0.0,16,491.5,142,0.11267605633802817,0
0,0,0,0,0.0,0.0,,0,0.0,1,81.0,35,0.02857142857142857,0
5,0,19,0,0.0,18.0,10.736842105263158,3,0.15789473684210525,6,77.0,13,0.46153846153846156,1
6,0,99,2,0.020202020202020204,62.0,10.88888888888889,5,0.050505050505050504,16,491.5,143,0.11188811188811189,0
11,0,19,0,0.0,29.0,9.263157894736842,4,0.21052631578947367,0,33.0,10,0.0,0
12,0,10,0,0.0,2.0,14.1,0,0.0,16,491.5,143,0.11188811188811189,0
1,1,73,18,0.2465753424657534,242.0,7.767123287671233,30,0.410958904109589,6,77.0,13,0.46153846153846156,0
4,0,18,1,0.05555555555555555,45.0,9.722222222222221,7,0.3888888888888889,48,1277.27,185,0.2594594594594595,0
18,0,135,14,0.1037037037037037,284.0,9.362962962962962,36,0.26666666666666666,1,81.0,36,0.027777777777777776,0
10,0,45,0,0.0,49.0,9.0,6,0.13333333333333333,0,42.0,34,0.0,0
21,0,17,1,0.058823529411764705,10.0,12.823529411764707,1,0.058823529411764705,16,491.5,143,0.11188811188811189,0
22,0,4,0,0.0,0.0,9.25,0,0.0,0,13.0,12,0.0,0
26,0,17,0,0.0,0.0,17.235294117647058,0,0.0,0,0.0,7,0.0,0
8,0,70,0,0.0,68.0,10.614285714285714,10,0.14285714285714285,0,42.0,34,0.0,0
16,0,3,0,0.0,0.0,15.0,0,0.0,16,491.5,143,0.11188811188811189,0
24,0,0,0,0.0,0.0,,0,0.0,16,491.5,143,0.11188811188811189,0
14,0,14,0,0.0,4.0,12.785714285714286,0,0.0,0,12.0,17,0.0,0
28,0,108,1,0.009259259259259259,39.0,11.916666666666666,1,0.009259259259259259,0,13.0,12,0.0,0
13,0,110,6,0.05454545454545454,180.0,10.209090909090909,24,0.21818181818181817,0,12.0,17,0.0,0
25,0,3,0,0.0,0.0,19.0,0,0.0,0,33.0,10,0.0,0
7,0,47,7,0.14893617021276595,124.0,8.72340425531915,17,0.3617021276595745,48,1277.27,185,0.2594594594594595,0
2,0,15,1,0.06666666666666667,28.0,9.266666666666667,4,0.26666666666666666,11,209.0,43,0.2558139534883721,0
29,0,10,0,0.0,0.0,16.3,0,0.0,11,209.0,43,0.2558139534883721,0
3,0,69,5,0.07246376811594203,163.0,7.884057971014493,21,0.30434782608695654,0,13.0,12,0.0,0
15,0,13,0,0.0,5.0,13.461538461538462,1,0.07692307692307693,1,81.0,36,0.027777777777777776,0
27,0,1,0,0.0,0.0,26.0,0,0.0,1,81.0,36,0.027777777777777776,0
17,0,0,0,0.0,0.0,,0,0.0,0,12.0,17,0.0,0
20,0,24,0,0.0,12.0,9.833333333333334,1,0.041666666666666664,0,33.0,10,0.0,0
23,0,6,0,0.0,0.0,16.0,0,0.0,0,33.0,10,0.0,0
9,0,11,0,0.0,13.0,9.181818181818182,1,0.09090909090909091,11,209.0,43,0.2558139534883721,0
19,0,5,0,0.0,0.0,14.4,0,0.0,6,77.0,13,0.46153846153846156,0
2,0,74,18,0.24324324324324326,244.0,7.72972972972973,30,0.40540540540540543,7,88.0,14,0.5,1
4,0,70,5,0.07142857142857142,163.0,8.085714285714285,21,0.3,0,13.0,13,0.0,0
8,0,48,7,0.14583333333333334,124.0,8.9375,17,0.3541666666666667,48,1278.27,186,0.25806451612903225,0
6,0,19,1,0.05263157894736842,46.0,9.526315789473685,7,0.3684210526315789,48,1278.27,186,0.25806451612903225,0
11,0,14,0,0.0,5.0,14.142857142857142,1,0.07142857142857142,0,12.0,18,0.0,0
10,0,20,0,0.0,33.0,8.95,5,0.25,1,55.0,13,0.07692307692307693,0
1,1,0,0,0.0,0.0,,0,0.0,1,81.0,37,0.02702702702702703,0
15,0,25,0,0.0,12.0,10.48,1,0.04,1,55.0,13,0.07692307692307693,0
13,0,11,0,0.0,5.0,13.181818181818182,0,0.0,16,500.5,144,0.1111111111111111,0
19,0,4,0,0.0,0.0,14.5,0,0.0,16,500.5,144,0.1111111111111111,0
22,0,1,0,0.0,0.0,17.0,0,0.0,1,55.0,13,0.07692307692307693,0
5,0,16,1,0.0625,28.0,9.9375,4,0.25,8,130.0,40,0.2,0
17,0,20,1,0.05,27.0,10.25,4,0.2,7,88.0,14,0.5,0
7,0,12,0,0.0,13.0,10.75,1,0.08333333333333333,16,500.5,144,0.1111111111111111,0
3,0,6,0,0.0,0.0,16.833333333333332,0,0.0,0,13.0,13,0.0,0
9,0,15,1,0.06666666666666667,16.0,14.2,2,0.13333333333333333,48,1278.27,186,0.25806451612903225,0
14,0,18,0,0.0,0.0,16.88888888888889,0,0.0,0,12.0,18,0.0,0
16,0,136,14,0.10294117647058823,284.0,9.345588235294118,36,0.2647058823529412,1,81.0,37,0.02702702702702703,0
20,0,1,0,0.0,0.0,22.0,0,0.0,8,130.0,40,0.2,0
18,0,18,1,0.05555555555555555,10.0,12.61111111111111,1,0.05555555555555555,16,500.5,144,0.1111111111111111,0
21,0,7,0,0.0,0.0,20.714285714285715,0,0.0,16,500.5,144,0.1111111111111111,0
12,0,71,0,0.0,68.0,10.633802816901408,10,0.14084507042253522,0,42.0,35,0.0,0
5,0,71,5,0.07042253521126761,169.0,8.0,22,0.30985915492957744,0,19.0,14,0.0,1
3,0,17,1,0.058823529411764705,28.0,10.058823529411764,4,0.23529411764705882,8,130.0,41,0.1951219512195122,0
12,0,7,0,0.0,0.0,16.571428571428573,0,0.0,0,19.0,14,0.0,0
6,0,16,1,0.0625,16.0,14.3125,2,0.125,48,1285.27,187,0.25668449197860965,0
9,0,21,0,0.0,34.0,8.80952380952381,5,0.23809523809523808,1,56.0,14,0.07142857142857142,0
14,0,137,14,0.10218978102189781,284.0,9.408759124087592,36,0.26277372262773724,1,81.0,38,0.02631578947368421,0
21,0,2,0,0.0,0.0,14.0,0,0.0,1,56.0,14,0.07142857142857142,0
7,0,49,7,0.14285714285714285,128.0,8.816326530612244,18,0.3673469387755102,48,1285.27,187,0.25668449197860965,0
8,0,21,1,0.047619047619047616,27.0,10.380952380952381,4,0.19047619047619047,8,97.0,15,0.5333333333333333,0
19,0,2,0,0.0,0.0,20.5,0,0.0,8,130.0,41,0.1951219512195122,0
22,0,26,0,0.0,12.0,10.384615384615385,1,0.038461538461538464,1,56.0,14,0.07142857142857142,0
2,0,20,1,0.05,49.0,9.25,7,0.35,48,1285.27,187,0.25668449197860965,0
25,0,22,0,0.0,13.0,12.363636363636363,1,0.045454545454545456,1,56.0,14,0.07142857142857142,0
23,0,5,0,0.0,0.0,13.6,0,0.0,16,500.5,145,0.1103448275862069,0
13,0,72,0,0.0,68.0,10.791666666666666,10,0.1388888888888889,0,42.0,36,0.0,0
26,0,9,0,0.0,6.0,12.777777777777779,1,0.1111111111111111,0,14.0,19,0.0,0
24,0,0,0,0.0,0.0,,0,0.0,1,56.0,14,0.07142857142857142,0
16,0,12,0,0.0,5.0,12.833333333333334,0,0.0,16,500.5,145,0.1103448275862069,0
20,0,19,0,0.0,0.0,16.894736842105264,0,0.0,0,14.0,19,0.0,0
18,0,19,1,0.05263157894736842,10.0,13.0,1,0.05263157894736842,16,500.5,145,0.1103448275862069,0
11,0,46,0,0.0,49.0,8.978260869565217,6,0.13043478260869565,16,500.5,145,0.1103448275862069,0
1,1,75,19,0.25333333333333335,253.0,7.64,31,0.41333333333333333,8,97.0,15,0.5333333333333333,0
4,0,15,0,0.0,4.0,12.933333333333334,0,0.0,0,14.0,19,0.0,0
15,0,1,0,0.0,0.0,7.0,0,0.0,1,81.0,38,0.02631578947368421,0
10,0,15,0,0.0,7.0,13.533333333333333,1,0.06666666666666667,0,14.0,19,0.0,0
17,0,6,0,0.0,0.0,18.333333333333332,0,0.0,8,130.0,41,0.1951219512195122,0
3,0,18,1,0.05555555555555555,34.0,9.61111111111111,5,0.2777777777777778,8,136.0,42,0.19047619047619047,1
1,1,50,7,0.14,128.0,8.8,18,0.36,48,1288.27,188,0.2553191489361702,0
8,0,21,1,0.047619047619047616,49.0,9.380952380952381,7,0.3333333333333333,48,1288.27,188,0.2553191489361702,0
13,0,20,0,0.0,0.0,17.0,0,0.0,0,14.0,20,0.0,0
11,0,8,0,0.0,4.0,14.875,1,0.125,1,32.0,15,0.06666666666666667,0
16,0,1,0,0.0,0.0,17.0,0,0.0,1,58.0,15,0.06666666666666667,0
14,0,0,0,0.0,0.0,,0,0.0,1,82.0,39,0.02564102564102564,0
18,0,16,0,0.0,7.0,14.25,1,0.0625,0,14.0,20,0.0,0
24,0,3,0,0.0,0.0,17.0,0,0.0,8,136.0,42,0.19047619047619047,0
23,0,138,14,0.10144927536231885,285.0,9.384057971014492,36,0.2608695652173913,1,82.0,39,0.02564102564102564,0
19,0,27,0,0.0,12.0,10.407407407407407,1,0.037037037037037035,1,58.0,15,0.06666666666666667,0
4,0,76,19,0.25,253.0,7.828947368421052,31,0.40789473684210525,8,97.0,16,0.5,0
6,0,73,0,0.0,68.0,10.849315068493151,10,0.136986301369863,0,42.0,37,0.0,0
12,0,22,1,0.045454545454545456,27.0,10.318181818181818,4,0.18181818181818182,8,97.0,16,0.5,0
21,0,20,1,0.05,10.0,13.35,1,0.05,16,500.5,146,0.1095890410958904,0
2,0,72,6,0.08333333333333333,178.0,7.902777777777778,23,0.3194444444444444,1,32.0,15,0.06666666666666667,0
20,0,13,0,0.0,5.0,13.23076923076923,0,0.0,16,500.5,146,0.1095890410958904,0
10,0,13,0,0.0,13.0,11.0,1,0.07692307692307693,16,500.5,146,0.1095890410958904,0
5,0,17,1,0.058823529411764705,19.0,13.705882352941176,2,0.11764705882352941,48,1288.27,188,0.2553191489361702,0
15,0,16,0,0.0,4.0,13.5625,0,0.0,0,14.0,20,0.0,0
9,0,22,0,0.0,36.0,8.636363636363637,5,0.22727272727272727,1,58.0,15,0.06666666666666667,0
17,0,23,0,0.0,13.0,12.391304347826088,1,0.043478260869565216,1,58.0,15,0.06666666666666667,0
7,0,47,0,0.0,49.0,9.23404255319149,6,0.1276595744680851,16,500.5,146,0.1095890410958904,0
25,0,3,0,0.0,0.0,11.666666666666666,0,0.0,1,58.0,15,0.06666666666666667,0
22,0,8,0,0.0,0.0,20.75,0,0.0,16,500.5,146,0.1095890410958904,0
0,0,5,0,0.0,0.0,16.6,0,0.0,1,58.0,15,0.06666666666666667,0
4,0,48,0,0.0,49.0,9.520833333333334,6,0.125,16,500.5,147,0.10884353741496598,1
2,0,51,7,0.13725490196078433,134.0,8.666666666666666,19,0.37254901960784315,48,1298.27,189,0.25396825396825395,0
1,1,19,2,0.10526315789473684,43.0,9.157894736842104,6,0.3157894736842105,9,145.0,43,0.20930232558139536,0
8,0,77,19,0.24675324675324675,253.0,7.883116883116883,31,0.4025974025974026,8,97.0,17,0.47058823529411764,0
10,0,5,0,0.0,4.0,13.2,1,0.2,1,34.0,16,0.0625,0
6,0,74,0,0.0,68.0,10.878378378378379,10,0.13513513513513514,0,42.0,38,0.0,0
18,0,21,0,0.0,3.0,16.38095238095238,0,0.0,0,17.0,21,0.0,0
17,0,6,0,0.0,0.0,13.666666666666666,0,0.0,16,500.5,147,0.10884353741496598,0
21,0,1,0,0.0,0.0,7.0,0,0.0,1,82.0,40,0.025,0
25,0,24,0,0.0,13.0,12.791666666666666,1,0.041666666666666664,1,59.0,16,0.0625,0
15,0,23,0,0.0,36.0,9.173913043478262,5,0.21739130434782608,1,59.0,16,0.0625,0
20,0,139,14,0.10071942446043165,285.0,9.388489208633093,36,0.2589928057553957,1,82.0,40,0.025,0
23,0,6,0,0.0,0.0,18.166666666666668,0,0.0,1,59.0,16,0.0625,0
14,0,4,0,0.0,0.0,15.0,0,0.0,9,145.0,43,0.20930232558139536,0
7,0,73,6,0.0821917808219178,178.0,8.013698630136986,23,0.3150684931506849,1,34.0,16,0.0625,0
22,0,4,0,0.0,0.0,14.75,0,0.0,1,59.0,16,0.0625,0
24,0,2,0,0.0,1.0,11.5,0,0.0,1,59.0,16,0.0625,0
12,0,23,1,0.043478260869565216,27.0,10.478260869565217,4,0.17391304347826086,8,97.0,17,0.47058823529411764,0
9,0,28,0,0.0,12.0,10.428571428571429,1,0.03571428571428571,1,59.0,16,0.0625,0
3,0,22,1,0.045454545454545456,53.0,9.090909090909092,8,0.36363636363636365,48,1298.27,189,0.25396825396825395,0
11,0,17,0,0.0,4.0,13.941176470588236,0,0.0,0,17.0,21,0.0,0
20,0,14,0,0.0,5.0,13.5,0,0.0,16,500.5,147,0.10884353741496598,0
13,0,17,0,0.0,7.0,13.882352941176471,1,0.058823529411764705,0,17.0,21,0.0,0
5,0,21,1,0.047619047619047616,10.0,13.428571428571429,1,0.047619047619047616,16,500.5,147,0.10884353741496598,0
16,0,14,0,0.0,13.0,11.5,1,0.07142857142857142,16,500.5,147,0.10884353741496598,0
1,1,20,2,0.1,47.0,8.85,7,0.35,9,149.0,44,0.20454545454545456,1
5,0,24,1,0.041666666666666664,27.0,10.791666666666666,4,0.16666666666666666,8,100.0,18,0.4444444444444444,0
3,0,74,6,0.08108108108108109,178.0,8.108108108108109,23,0.3108108108108108,1,36.0,17,0.058823529411764705,0
8,0,18,0,0.0,4.0,14.333333333333334,0,0.0,0,17.0,22,0.0,0
11,0,3,0,0.0,1.0,13.333333333333334,0,0.0,1,59.0,17,0.058823529411764705,0
13,0,75,0,0.0,69.0,10.813333333333333,10,0.13333333333333333,0,43.0,39,0.0,0
7,0,9,0,0.0,6.0,13.777777777777779,1,0.1111111111111111,1,36.0,17,0.058823529411764705,0
15,0,15,0,0.0,5.0,14.066666666666666,0,0.0,17,509.5,148,0.11486486486486487,0
14,0,24,0,0.0,36.0,9.25,5,0.20833333333333334,1,59.0,17,0.058823529411764705,0
23,0,7,0,0.0,0.0,12.857142857142858,0,0.0,17,509.5,148,0.11486486486486487,0
20,0,25,0,0.0,13.0,12.68,1,0.04,1,59.0,17,0.058823529411764705,0
25,0,5,0,0.0,0.0,15.0,0,0.0,1,59.0,17,0.058823529411764705,0
9,0,2,0,0.0,0.0,15.5,0,0.0,1,82.0,41,0.024390243902439025,0
12,0,5,0,0.0,0.0,14.8,0,0.0,9,149.0,44,0.20454545454545456,0
16,0,140,14,0.1,285.0,9.407142857142857,36,0.2571428571428571,1,82.0,41,0.024390243902439025,0
19,0,29,0,0.0,12.0,10.724137931034482,1,0.034482758620689655,1,59.0,17,0.058823529411764705,0
2,0,23,1,0.043478260869565216,53.0,9.565217391304348,8,0.34782608695652173,48,1304.27,190,0.25263157894736843,0
10,0,22,0,0.0,3.0,15.954545454545455,0,0.0,0,17.0,22,0.0,0
24,0,7,0,0.0,0.0,17.571428571428573,0,0.0,0,0.0,0,0.0,0
4,0,52,7,0.1346153846153846,140.0,8.538461538461538,20,0.38461538461538464,48,1304.27,190,0.25263157894736843,0
22,0,7,0,0.0,0.0,17.428571428571427,0,0.0,1,59.0,17,0.058823529411764705,0
18,0,2,0,0.0,0.0,8.0,0,0.0,1,82.0,41,0.024390243902439025,0
17,0,22,1,0.045454545454545456,10.0,13.909090909090908,1,0.045454545454545456,17,509.5,148,0.11486486486486487,0
6,0,49,1,0.02040816326530612,58.0,9.346938775510203,7,0.14285714285714285,17,509.5,148,0.11486486486486487,0
21,0,18,0,0.0,7.0,14.38888888888889,1,0.05555555555555555,0,17.0,22,0.0,0
3,0,78,19,0.24358974358974358,256.0,7.833333333333333,31,0.3974358974358974,8,106.0,19,0.42105263157894735,1
8,0,21,3,0.14285714285714285,56.0,8.476190476190476,8,0.38095238095238093,10,158.0,45,0.2222222222222222,0
1,1,76,0,0.0,70.0,10.75,10,0.13157894736842105,0,44.0,40,0.0,0
7,0,25,1,0.04,33.0,10.44,5,0.2,8,106.0,19,0.42105263157894735,0
9,0,25,0,0.0,36.0,9.24,5,0.2,1,61.0,18,0.05555555555555555,0
10,0,19,0,0.0,7.0,13.789473684210526,0,0.0,0,20.0,23,0.0,0
2,0,75,6,0.08,182.0,8.04,24,0.32,1,40.0,18,0.05555555555555555,0
14,0,3,0,0.0,0.0,12.666666666666666,0,0.0,1,82.0,42,0.023809523809523808,0
13,0,6,0,0.0,6.0,11.833333333333334,1,0.16666666666666666,1,40.0,18,0.05555555555555555,0
