is_canceled,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,total_length_of_stay,booking_value,total_pax,room_type_changes,has_agent,has_company,country_region_Domestic,country_region_Europe,country_region_International,hotel_City Hotel,hotel_Resort Hotel,meal_BB,meal_FB,meal_HB,meal_SC,meal_Undefined,market_segment_Aviation,market_segment_Complementary,market_segment_Corporate,market_segment_Direct,market_segment_Groups,market_segment_Offline TA/TO,market_segment_Online TA,market_segment_Undefined,distribution_channel_Corporate,distribution_channel_Direct,distribution_channel_GDS,distribution_channel_TA/TO,distribution_channel_Undefined,deposit_type_No Deposit,deposit_type_Non Refund,deposit_type_Refundable,customer_type_Contract,customer_type_Group,customer_type_Transient,customer_type_Transient-Party
0,45,2017,32,10,1,3,2,0.0,0,0,0,0,1,0,276.0,0,1,4,1104.0,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,12,2017,32,11,1,2,2,0.0,0,0,0,0,0,0,167.73,0,1,3,503.18999999999994,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,26,2017,32,7,2,5,2,0.0,0,0,0,0,0,0,114.76,0,2,7,803.32,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,59,2017,32,9,1,4,3,0.0,0,0,0,0,0,0,289.0,1,2,5,1445.0,3,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,1,2017,33,13,1,0,2,0.0,0,0,0,0,0,0,136.8,0,1,1,136.8,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,190,2017,32,8,2,5,2,0.0,0,0,0,0,1,0,134.85,0,0,7,943.95,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0,2017,32,9,2,4,2,0.0,0,0,0,0,0,0,192.0,0,0,6,1152.0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,43,2017,32,7,3,5,2,0.0,0,0,0,0,0,0,316.0,0,1,8,2528.0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,119,2017,31,5,4,6,2,0.0,0,0,0,0,0,0,118.3,0,0,10,1183.0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,132,2017,32,11,2,2,2,0.0,0,0,0,0,0,0,135.0,0,0,4,540.0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,132,2017,32,11,2,2,2,0.0,0,0,0,0,0,0,135.0,0,0,4,540.0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,132,2017,32,11,2,2,1,0.0,0,0,0,0,0,0,116.5,0,0,4,466.0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,20,2017,33,14,1,0,1,0.0,0,0,0,0,0,0,180.0,0,1,1,180.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,20,2017,33,14,1,0,1,0.0,0,0,0,0,0,0,180.0,0,1,1,180.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,33,2017,32,9,2,4,2,2.0,0,0,0,0,0,0,330.0,0,1,6,1980.0,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,43,2017,32,8,2,5,3,0.0,0,0,0,0,1,0,269.43,1,0,7,1886.01,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,60,2017,32,12,2,1,2,0.0,0,0,0,0,0,0,239.0,1,2,3,717.0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,60,2017,32,12,2,1,2,0.0,0,0,0,0,0,0,225.0,0,3,3,675.0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,197,2017,31,5,4,6,2,0.0,0,0,0,0,0,0,168.0,0,0,10,1680.0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,209,2017,32,12,2,1,2,0.0,0,0,0,0,0,0,202.0,0,2,3,606.0,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,214,2017,33,13,2,0,2,2.0,0,0,0,0,1,0,199.2,1,2,2,398.4,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,5,2017,33,13,2,0,2,0.0,0,0,0,0,0,0,210.0,0,1,2,420.0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,2017,33,15,0,1,2,0.0,0,1,0,0,0,0,174.0,0,1,1,174.0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,190,2017,32,8,2,5,2,2.0,0,0,0,0,2,0,198.0,0,1,7,1386.0,4,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,49,2017,33,13,2,0,2,0.0,0,0,0,0,0,0,198.0,0,1,2,396.0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,191,2017,32,9,2,4,2,0.0,0,0,0,0,0,0,162.0,0,0,6,972.0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,155,2017,32,11,2,2,3,0.0,0,0,0,0,1,0,284.7,0,2,4,1138.8,3,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,155,2017,32,11,2,2,2,0.0,0,0,0,0,1,0,225.5,0,1,4,902.0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,155,2017,32,11,2,2,2,1.0,0,0,0,0,1,0,251.0,0,1,4,1004.0,3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,2017,33,14,1,0,2,0.0,0,0,0,0,0,0,225.0,0,0,1,225.0,2,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,105,2017,32,8,2,5,3,0.0,0,0,0,0,0,0,275.0,0,1,7,1925.0,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,286,2017,32,10,2,3,2,0.0,0,0,0,0,0,0,101.22,0,1,5,506.1,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,172,2017,32,6,4,5,2,0.0,0,0,0,0,0,0,153.5,0,0,9,1381.5,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0,2017,33,13,2,0,2,0.0,0,0,0,0,0,0,210.0,0,1,2,420.0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,177,2017,32,9,2,4,2,2.0,0,0,0,0,1,0,329.67,0,1,6,1978.02,4,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,2017,33,14,1,0,2,0.0,0,0,0,0,0,0,180.0,0,0,1,180.0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,286,2017,32,7,3,6,2,0.0,0,0,0,0,2,0,157.52,0,1,9,1417.68,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,67,2017,32,11,2,3,2,0.0,0,0,0,0,0,0,165.0,0,0,5,825.0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,280,2017,32,8,2,6,2,0.0,0,0,0,0,1,0,150.48,0,0,8,1203.84,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,1,2017,33,15,0,1,2,1.0,0,0,0,0,1,0,175.5,1,1,1,175.5,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,2,2017,33,15,0,1,2,0.0,0,0,0,0,0,0,190.0,0,2,1,190.0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,1,2017,33,15,0,1,2,0.0,0,0,0,0,0,0,103.2,0,2,1,103.2,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,307,2017,33,14,1,1,1,0.0,0,0,0,0,0,0,138.38,0,1,2,276.76,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,1,2017,33,15,0,1,2,0.0,0,0,0,0,0,0,103.2,0,2,1,103.2,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,255,2017,31,4,4,8,2,0.0,0,0,0,0,0,0,151.1,0,0,12,1813.2,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,219,2017,33,13,2,1,2,2.0,0,0,0,0,0,0,250.32,1,2,3,750.96,4,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,2017,33,15,0,1,2,0.0,0,0,0,0,0,0,161.1,0,1,1,161.1,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,2017,33,15,0,1,2,0.0,0,0,0,0,0,0,194.0,0,0,1,194.0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,2017,33,15,0,1,2,0.0,0,0,0,0,0,0,194.0,0,0,1,194.0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,2017,33,15,0,1,2,0.0,0,0,0,0,0,0,194.0,0,0,1,194.0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,6,2017,33,14,1,1,2,2.0,0,0,0,0,0,0,300.0,0,1,2,600.0,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,39,2017,33,14,1,1,2,0.0,0,0,0,0,0,0,250.0,0,2,2,500.0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,2017,33,15,0,1,2,0.0,0,0,0,0,0,0,161.1,1,1,1,161.1,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,201,2017,31,5,4,7,2,0.0,0,0,0,0,0,0,198.2,0,2,11,2180.2,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,201,2017,31,5,4,7,2,0.0,0,0,0,0,2,0,221.2,0,2,11,2433.2,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,116,2017,32,12,2,2,2,0.0,0,0,0,0,0,0,230.0,0,2,4,920.0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,194,2017,33,13,2,1,2,0.0,0,0,0,0,0,0,165.8,0,0,3,497.4,2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,1,2017,33,15,0,1,2,0.0,0,0,0,0,0,0,143.0,0,2,1,143.0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,121,2017,32,9,2,5,3,0.0,0,0,0,0,1,0,372.71,0,1,7,2608.97,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,220,2017,33,13,2,1,2,2.0,0,0,0,0,2,0,252.33,1,2,3,756.99,4,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,2017,33,15,0,1,2,0.0,0,0,0,0,0,0,131.2,0,0,1,131.2,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,1,2017,33,15,0,1,2,0.0,0,0,0,0,0,0,129.0,0,2,1,129.0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,208,2017,32,7,3,6,2,1.0,0,0,0,0,4,0,214.53,1,3,9,1930.77,3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,254,2017,32,11,2,3,2,1.0,0,0,0,0,1,0,258.0,0,1,5,1290.0,3,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,201,2017,31,5,4,7,2,1.0,0,0,0,0,1,0,196.2,0,3,11,2158.2,3,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,204,2017,33,16,0,0,2,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,66,2017,32,10,2,5,2,0.0,0,0,0,0,0,0,116.5,0,1,7,815.5,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,195,2017,32,7,3,7,2,0.0,0,0,0,0,2,0,139.1,1,0,10,1391.0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,160,2017,32,7,3,7,2,0.0,0,0,0,0,1,0,153.5,0,2,10,1535.0,2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,220,2017,32,10,2,5,2,0.0,0,0,0,0,0,0,134.43,0,0,7,941.01,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,273,2017,32,7,3,7,2,0.0,0,0,0,0,0,0,214.8,1,1,10,2148.0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,273,2017,32,7,3,7,2,2.0,0,0,0,0,0,0,264.6,0,1,10,2646.0,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,188,2017,32,12,2,3,2,0.0,0,0,0,0,0,0,210.0,0,3,5,1050.0,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,78,2017,33,15,0,2,2,0.0,0,0,0,0,0,0,232.0,0,1,2,464.0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,78,2017,33,15,0,2,2,0.0,0,0,0,0,0,0,232.0,0,1,2,464.0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,197,2017,33,13,2,2,2,0.0,0,0,0,0,0,0,110.7,0,0,4,442.8,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,197,2017,33,13,2,2,2,0.0,0,0,0,0,0,0,110.7,0,0,4,442.8,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,197,2017,33,13,2,2,2,0.0,0,0,0,0,0,0,124.7,0,0,4,498.8,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,197,2017,33,13,2,2,2,0.0,0,0,0,0,0,0,110.7,0,0,4,442.8,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
0,26,2017,32,7,3,7,2,0.0,0,0,0,0,0,0,151.3,0,2,10,1513.0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,315,2017,33,14,1,2,2,0.0,0,0,0,0,0,0,172.8,0,3,3,518.4000000000001,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,97,2017,32,11,2,4,2,0.0,0,0,0,0,2,0,230.0,0,3,6,1380.0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,97,2017,32,11,2,4,2,0.0,0,0,0,0,2,0,230.0,0,3,6,1380.0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,44,2017,32,10,2,5,2,0.0,0,0,0,0,0,0,262.0,0,0,7,1834.0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,44,2017,32,10,2,5,3,0.0,0,0,0,0,1,0,337.0,0,2,7,2359.0,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,85,2017,32,10,2,5,2,0.0,0,0,0,0,1,0,232.6,0,0,7,1628.2,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,85,2017,32,10,2,5,2,0.0,0,0,0,0,1,0,218.6,0,0,7,1530.2,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,212,2017,32,11,2,4,2,0.0,0,0,0,0,1,0,203.67,0,4,6,1222.02,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,212,2017,32,11,2,4,2,0.0,0,0,0,0,1,0,203.67,0,4,6,1222.02,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,212,2017,32,11,2,4,2,0.0,0,0,0,0,1,0,217.67,0,4,6,1306.02,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,217,2017,32,11,2,4,2,0.0,0,0,0,0,0,0,199.67,0,2,6,1198.02,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,226,2017,32,11,2,4,2,2.0,0,0,0,0,1,0,220.98,0,1,6,1325.88,4,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,173,2017,32,11,2,4,2,0.0,0,0,0,0,0,0,200.0,0,4,6,1200.0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,174,2017,32,7,3,7,2,0.0,0,0,0,0,0,0,232.0,0,3,10,2320.0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,174,2017,32,7,3,7,2,0.0,0,0,0,0,0,0,232.0,0,2,10,2320.0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,1,2017,33,15,0,2,2,0.0,0,0,0,0,0,0,163.05,0,1,2,326.1,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,207,2017,32,10,2,5,2,0.0,0,0,0,0,0,0,231.6,1,2,7,1621.2,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,5,2017,33,16,0,1,2,0.0,0,0,0,0,0,0,210.0,0,2,1,210.0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,1,2017,33,15,0,2,2,1.0,0,0,0,0,0,0,153.72,1,1,2,307.44,3,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,28,2017,33,15,0,2,2,0.0,0,0,0,0,2,0,209.0,0,4,2,418.0,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,256,2017,32,8,2,7,2,1.0,0,0,0,0,0,0,172.81,0,4,9,1555.29,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,256,2017,32,8,2,7,2,0.0,0,0,0,0,0,0,131.85,0,4,9,1186.65,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,218,2017,33,14,1,2,2,1.0,0,0,0,0,0,0,191.41,1,4,3,574.23,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,201,2017,33,13,2,2,2,0.0,0,0,0,0,0,0,104.85,0,2,4,419.4,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,250,2017,33,13,2,2,2,0.0,0,0,0,0,1,0,106.85,0,1,4,427.4,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,250,2017,33,13,2,2,2,0.0,0,0,0,0,1,0,104.85,0,1,4,419.4,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,14,2017,33,14,1,2,2,0.0,0,0,0,0,0,0,187.33,0,2,3,561.99,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,2017,33,16,0,1,3,1.0,0,0,0,0,0,0,199.0,0,0,1,199.0,4,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,20,2017,33,13,2,2,2,1.0,1,0,0,0,1,0,254.0,0,1,4,1016.0,4,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
0,207,2017,32,12,2,3,2,0.0,0,0,0,0,1,0,204.8,0,1,5,1024.0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,215,2017,32,8,2,8,2,0.0,0,0,0,0,0,0,116.5,0,1,10,1165.0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,215,2017,32,8,2,8,2,0.0,0,0,0,0,0,0,118.5,0,1,10,1185.0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,10,2017,32,11,2,5,2,0.0,0,0,0,0,0,0,137.0,0,3,7,959.0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,26,2017,32,7,3,8,2,0.0,0,0,0,0,0,0,125.1,0,1,11,1376.1,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,10,2017,32,11,2,5,2,0.0,0,0,0,0,0,0,135.0,0,3,7,945.0,2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,6,2017,33,17,0,1,1,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,210,2017,33,14,1,3,2,0.0,0,0,0,0,0,0,190.88,0,3,4,763.52,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
